SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
13967,13968,4176,AL-00054,LILLIAN,36549,BALDWIN,AL,"1,142,401.00","808,913.00","333,488.00","760,300.00","502,400.00","110,300.00"
13967,13968,4176,AL-00054,LOCUST FORK,35097,BLOUNT,AL,"26,208.00","26,208.00",0,0,0,0
13967,13968,4176,AL-00054,LOXLEY,36551,BALDWIN,AL,"206,625.00","148,775.00","57,850.00","55,900.00","52,500.00","3,400.00"
13967,13968,4176,AL-00054,MAGNOLIA SPGS,36555,BALDWIN,AL,"1,120.00",0,"1,120.00",0,0,0
13967,13968,4176,AL-00054,MAGNOLIA SPRINGS,36555,BALDWIN,AL,"684,119.00","432,907.00","251,212.00","183,700.00","95,000.00","88,700.00"
13967,13968,4176,AL-00054,MOBILE,36603,MOBILE,AL,"142,022.00","112,782.00","29,240.00","84,700.00","82,500.00","2,200.00"
13967,13968,4176,AL-00054,MOBILE,36604,MOBILE,AL,"100,032.00","89,082.00","10,950.00","34,000.00","34,000.00",0
13967,13968,4176,AL-00054,MOBILE,36605,MOBILE,AL,"489,729.00","396,934.00","92,795.00","148,700.00","141,500.00","7,200.00"
13967,13968,4176,AL-00054,MOBILE,36606,MOBILE,AL,"240,465.00","189,350.00","51,115.00","99,600.00","90,000.00","9,600.00"
13967,13968,4176,AL-00054,MOBILE,36607,MOBILE,AL,"99,877.00","86,637.00","13,240.00","62,100.00","61,300.00",800
13967,13968,4176,AL-00054,MOBILE,36608,MOBILE,AL,"379,550.00","321,015.00","58,535.00","278,400.00","273,200.00","5,200.00"
13967,13968,4176,AL-00054,MOBILE,36609,MOBILE,AL,"654,783.00","489,726.00","165,057.00","304,300.00","242,600.00","61,700.00"
13967,13968,4176,AL-00054,MOBILE,36610,MOBILE,AL,"138,964.00","113,004.00","25,960.00","38,800.00","36,400.00","2,400.00"
13967,13968,4176,AL-00054,MOBILE,36612,MOBILE,AL,"69,052.00","54,052.00","15,000.00","13,800.00",0,"13,800.00"
13967,13968,4176,AL-00054,MOBILE,36617,MOBILE,AL,"146,769.00","116,795.00","29,974.00","32,000.00","22,900.00","9,100.00"
13967,13968,4176,AL-00054,MOBILE,36618,MOBILE,AL,"230,346.00","199,541.00","30,805.00","75,300.00","67,700.00","7,600.00"
13967,13968,4176,AL-00054,MOBILE,36619,MOBILE,AL,"10,693.00","10,693.00",0,0,0,0
13967,13968,4176,AL-00054,MOBILE,36693,MOBILE,AL,"65,259.00","59,288.00","5,971.00","28,700.00","25,400.00","3,300.00"
13967,13968,4176,AL-00054,MOBILE,36695,MOBILE,AL,"536,302.00","405,229.00","131,073.00","214,900.00","187,800.00","27,100.00"
13967,13968,4176,AL-00054,MONTROSE,36559,BALDWIN,AL,"66,421.00","63,621.00","2,800.00","33,100.00","30,300.00","2,800.00"
13967,13968,4176,AL-00054,MOUNT VERNON,36560,MOBILE,AL,"22,531.00","22,531.00",0,0,0,0
13967,13968,4176,AL-00054,ONEONTA,35121,BLOUNT,AL,"1,651,592.00","1,392,612.00","258,980.00","549,600.00","440,100.00","109,500.00"
13967,13968,4176,AL-00054,ORANGE BEACH,36561,BALDWIN,AL,"888,602.00","463,243.00","425,359.00","328,400.00","135,600.00","192,800.00"
13967,13968,4176,AL-00054,PERDIDO,36562,BALDWIN,AL,"7,995.00","7,995.00",0,0,0,0
13967,13968,4176,AL-00054,PERDIDO BEACH,36530,BALDWIN,AL,"20,233.00","20,233.00",0,"20,300.00","20,300.00",0
13967,13968,4176,AL-00054,PHENIX CITY,36870,LEE,AL,"13,195.00","11,795.00","1,400.00",0,0,0
13967,13968,4176,AL-00054,POINT CLEAR,36564,BALDWIN,AL,"22,237.00","22,237.00",0,0,0,0
13967,13968,4176,AL-00054,PRICHARD,36610,MOBILE,AL,"55,264.00","42,819.00","12,445.00","17,800.00","17,800.00",0
13967,13968,4176,AL-00054,ROBERTSDALE,36567,BALDWIN,AL,"302,333.00","205,003.00","97,330.00","104,800.00","68,000.00","36,800.00"
13967,13968,4176,AL-00054,ROSA,35121,BLOUNT,AL,"107,077.00","90,477.00","16,600.00",0,0,0
13967,13968,4176,AL-00054,SALEM,36874,LEE,AL,"1,066,806.00","865,496.00","201,310.00","181,100.00","179,800.00","1,300.00"
13967,13968,4176,AL-00054,SARALAND,36571,MOBILE,AL,"78,036.00","73,416.00","4,620.00","37,000.00","36,100.00",900
13967,13968,4176,AL-00054,SARDIS CITY,35956,ETOWAH,AL,"169,241.00","102,966.00","66,275.00","52,900.00","43,000.00","9,900.00"
13967,13968,4176,AL-00054,SATSUMA,36572,MOBILE,AL,"5,943.00","5,943.00",0,0,0,0
13967,13968,4176,AL-00054,SEMINOLE,36574,BALDWIN,AL,"424,463.00","287,642.00","136,821.00","177,400.00","126,200.00","51,200.00"
13967,13968,4176,AL-00054,SEMMES,36575,MOBILE,AL,"4,655.00","4,655.00",0,0,0,0
13967,13968,4176,AL-00054,SILVERHILL,36576,BALDWIN,AL,"1,098,079.00","663,884.00","434,195.00","651,400.00","376,000.00","275,400.00"
13967,13968,4176,AL-00054,SMITHS STATION,36877,LEE,AL,"28,560.00","21,905.00","6,655.00","28,400.00","21,700.00","6,700.00"
13967,13968,4176,AL-00054,SPANISH FORT,36527,BALDWIN,AL,"120,021.00","114,486.00","5,535.00","55,600.00","50,100.00","5,500.00"
13967,13968,4176,AL-00054,SPRINGVILLE,35146,BLOUNT,AL,"215,580.00","177,055.00","38,525.00","72,300.00","43,200.00","29,100.00"
13967,13968,4176,AL-00054,STOCKTON,36579,BALDWIN,AL,"8,455.00","8,455.00",0,0,0,0
13967,13968,4176,AL-00054,SUMMERDALE,36580,BALDWIN,AL,"1,778,690.00","1,251,686.00","527,004.00","451,600.00","328,500.00","123,100.00"
13967,13968,4176,AL-00054,THEODORE,36582,MOBILE,AL,"287,585.00","240,820.00","46,765.00","137,900.00","117,300.00","20,600.00"
13967,13968,4176,AL-00054,TRUSSVILLE,35173,JEFFERSON,AL,"55,545.00",0,"55,545.00",0,0,0
13967,13968,4176,AL-00054,TUSCALOOSA,35401,TUSCALOOSA,AL,"25,566.00","25,366.00",200,"9,900.00","9,900.00",0
13967,13968,4176,AL-00054,TUSCALOOSA,35405,TUSCALOOSA,AL,"210,015.00","165,815.00","44,200.00","94,800.00","55,500.00","39,300.00"
13967,13968,4176,AL-00054,WARRIOR,35180,BLOUNT,AL,"324,786.00","280,886.00","43,900.00","17,100.00","17,100.00",0
13967,13968,4176,AL-00054,WHISTLER,36612,MOBILE,AL,"55,696.00","53,876.00","1,820.00","26,100.00","24,700.00","1,400.00"
13967,13968,4176,AL-00054,WILMER,36587,MOBILE,AL,"10,059.00","10,059.00",0,0,0,0
13969,13970,,KS-00078,BAXTER SPRINGS,66713,CHEROKEE,KS,"1,079,735.00","959,849.00","119,886.00","727,800.00","656,700.00","71,100.00"
13969,13970,,KS-00078,QUAPAW,74363,OTTAWA,OK,"748,979.00","678,429.00","70,550.00","644,500.00","588,000.00","56,500.00"
13969,13970,,KS-00078,WYANDOTTE,74370,OTTAWA,OK,"18,896.00","18,896.00",0,"14,000.00","14,000.00",0
13971,13972,4177,FL-00100,ALFORD,32420,JACKSON,FL,"16,362.00","15,612.00",750,0,0,0
13971,13972,4177,FL-00100,BAGDAD,32530,SANTA ROSA,FL,"41,716.00","36,416.00","5,300.00",0,0,0
13971,13972,4177,FL-00100,BAKER,32531,OKALOOSA,FL,"268,242.00","218,377.00","49,865.00","74,500.00","56,100.00","18,400.00"
13971,13972,4177,FL-00100,BASCOM,32423,JACKSON,FL,"4,193.00","4,193.00",0,"3,500.00","3,500.00",0
13971,13972,4177,FL-00100,BELLVIEW,32526,ESCAMBIA,FL,"156,254.00","82,564.00","73,690.00","117,800.00","62,500.00","55,300.00"
13971,13972,4177,FL-00100,BLAKLEY AVE,32507,ESCAMBIA,FL,"6,740.00","6,090.00",650,"3,300.00","2,600.00",700
13971,13972,4177,FL-00100,CAMPBELLTON,32426,JACKSON,FL,"31,164.00","31,164.00",0,"27,000.00","27,000.00",0
13971,13972,4177,FL-00100,CANTONMENT,32533,ESCAMBIA,FL,"13,663,732.00","7,733,986.00","5,929,746.00","7,304,700.00","4,894,500.00","2,410,200.00"
13971,13972,4177,FL-00100,CRESTVIEW,32536,OKALOOSA,FL,"648,870.00","507,201.00","141,669.00","425,600.00","332,900.00","92,700.00"
13971,13972,4177,FL-00100,CRESTVIEW,32539,OKALOOSA,FL,"525,599.00","439,599.00","86,000.00","348,300.00","287,800.00","60,500.00"
13971,13972,4177,FL-00100,CRESTVIEW,32539,WALTON,FL,"9,413.00","9,413.00",0,"9,500.00","9,500.00",0
13971,13972,4177,FL-00100,DEFUNIAK SPRINGS,32433,WALTON,FL,"89,869.00","86,129.00","3,740.00","67,000.00","63,800.00","3,200.00"
13971,13972,4177,FL-00100,DEFUNIAK SPRINGS,32435,WALTON,FL,"43,545.00","43,425.00",120,"6,100.00","6,100.00",0
13971,13972,4177,FL-00100,DESTIN,32541,OKALOOSA,FL,"759,211.00","523,072.00","236,139.00","248,000.00","229,200.00","18,800.00"
13971,13972,4177,FL-00100,FORT WALTON BEACH,32547,OKALOOSA,FL,"626,022.00","409,290.00","216,732.00","226,700.00","165,900.00","60,800.00"
13971,13972,4177,FL-00100,FORT WALTON BEACH,32548,OKALOOSA,FL,"539,563.00","361,248.00","178,315.00","355,200.00","254,400.00","100,800.00"
13971,13972,4177,FL-00100,FREEPORT,32439,WALTON,FL,"67,783.00","60,618.00","7,165.00","42,900.00","35,700.00","7,200.00"
13971,13972,4177,FL-00100,FT WALTON BCH,32548,OKALOOSA,FL,"112,477.00","90,802.00","21,675.00","23,300.00","8,300.00","15,000.00"
13971,13972,4177,FL-00100,GRAND RIDGE,32442,JACKSON,FL,"219,745.00","203,165.00","16,580.00",0,0,0
13971,13972,4177,FL-00100,GULF BREEZE,32561,SANTA ROSA,FL,"6,110,854.00","3,549,167.00","2,561,687.00","3,622,500.00","2,373,600.00","1,248,900.00"
13971,13972,4177,FL-00100,GULF BREEZE,32563,SANTA ROSA,FL,"2,654,197.00","1,743,537.00","910,660.00","1,219,000.00","859,300.00","359,700.00"
13971,13972,4177,FL-00100,HOLT,32564,OKALOOSA,FL,"75,324.00","72,674.00","2,650.00","13,600.00","13,600.00",0
13971,13972,4177,FL-00100,JAY,32565,SANTA ROSA,FL,"7,362.00","7,362.00",0,"6,600.00","6,600.00",0
13971,13972,4177,FL-00100,LAUREL HILL,32567,OKALOOSA,FL,"10,570.00","10,570.00",0,"9,900.00","9,900.00",0
13971,13972,4177,FL-00100,LAUREL HILL,32567,WALTON,FL,"25,381.00","23,631.00","1,750.00",0,0,0
13971,13972,4177,FL-00100,MALONE,32445,JACKSON,FL,"6,451.00","6,451.00",0,"3,300.00","3,300.00",0
13971,13972,4177,FL-00100,MARIANNA,32446,JACKSON,FL,"86,007.00","84,807.00","1,200.00",0,0,0
13971,13972,4177,FL-00100,MARIANNA,32448,JACKSON,FL,"33,597.00","33,597.00",0,"31,200.00","31,200.00",0
13971,13972,4177,FL-00100,MARY ESTHER,32569,OKALOOSA,FL,"451,423.00","327,783.00","123,640.00","266,600.00","195,300.00","71,300.00"
13971,13972,4177,FL-00100,MILTON,32570,SANTA ROSA,FL,"207,823.00","152,196.00","55,627.00","108,300.00","76,200.00","32,100.00"
13971,13972,4177,FL-00100,MILTON,32571,SANTA ROSA,FL,"213,471.00","148,666.00","64,805.00","76,100.00","64,000.00","12,100.00"
13971,13972,4177,FL-00100,MILTON,32583,SANTA ROSA,FL,"700,678.00","602,025.00","98,653.00","396,000.00","347,300.00","48,700.00"
13971,13972,4177,FL-00100,MIRAMAR BEACH,32550,WALTON,FL,"571,950.00","228,000.00","343,950.00","74,400.00","36,000.00","38,400.00"
13971,13972,4177,FL-00100,MOLINO,32577,ESCAMBIA,FL,"9,024.00","9,024.00",0,0,0,0
13971,13972,4177,FL-00100,NAVARRE,32566,SANTA ROSA,FL,"779,157.00","615,637.00","163,520.00","424,200.00","333,000.00","91,200.00"
13971,13972,4177,FL-00100,NICEVILLE,32578,OKALOOSA,FL,"31,831.00","31,831.00",0,"26,600.00","26,600.00",0
13971,13972,4177,FL-00100,PACE,32571,SANTA ROSA,FL,"1,739,617.00","1,303,075.00","436,542.00","951,100.00","739,400.00","211,700.00"
13971,13972,4177,FL-00100,PENSACOLA,32501,ESCAMBIA,FL,"1,205,819.00","889,579.00","316,240.00","572,700.00","419,400.00","153,300.00"
13971,13972,4177,FL-00100,PENSACOLA,32502,ESCAMBIA,FL,"1,249,167.00","668,065.00","581,102.00","414,700.00","280,500.00","134,200.00"
13971,13972,4177,FL-00100,PENSACOLA,32503,ESCAMBIA,FL,"3,806,902.00","2,838,712.00","968,190.00","1,622,200.00","1,225,200.00","397,000.00"
13971,13972,4177,FL-00100,PENSACOLA,32504,ESCAMBIA,FL,"1,779,003.00","1,335,112.00","443,891.00","1,278,700.00","950,300.00","328,400.00"
13971,13972,4177,FL-00100,PENSACOLA,32505,ESCAMBIA,FL,"2,413,879.00","1,303,867.00","1,110,012.00","1,046,100.00","527,300.00","518,800.00"
13971,13972,4177,FL-00100,PENSACOLA,32506,ESCAMBIA,FL,"11,542,622.00","6,816,663.00","4,725,959.00","5,532,000.00","3,282,200.00","2,167,200.00"
13971,13972,4177,FL-00100,PENSACOLA,32507,ESCAMBIA,FL,"2,181,661.00","1,341,566.00","840,095.00","758,000.00","471,300.00","286,700.00"
13971,13972,4177,FL-00100,PENSACOLA,32514,ESCAMBIA,FL,"2,572,780.00","1,746,845.00","825,935.00","1,477,300.00","1,017,400.00","459,900.00"
13971,13972,4177,FL-00100,PENSACOLA,32524,ESCAMBIA,FL,"11,325.00","11,325.00",0,0,0,0
13971,13972,4177,FL-00100,PENSACOLA,32526,ESCAMBIA,FL,"4,465,759.00","2,961,507.00","1,504,252.00","2,192,000.00","1,402,400.00","788,200.00"
13971,13972,4177,FL-00100,PENSACOLA,32534,ESCAMBIA,FL,"5,153,876.00","3,194,446.00","1,959,430.00","2,674,900.00","1,737,900.00","905,500.00"
13971,13972,4177,FL-00100,PENSACOLA BCH,32561,ESCAMBIA,FL,"24,237.00","22,087.00","2,150.00",0,0,0
13971,13972,4177,FL-00100,PENSACOLA BCH,32561,SANTA ROSA,FL,"55,526.00","55,526.00",0,"38,700.00","38,700.00",0
13971,13972,4177,FL-00100,PENSACOLA BEACH,32561,ESCAMBIA,FL,"36,667.00","28,467.00","8,200.00","25,300.00","19,000.00","6,300.00"
13971,13972,4177,FL-00100,PENSACOLA BEACH,32561,SANTA ROSA,FL,"1,500.00",0,"1,500.00",0,0,0
13971,13972,4177,FL-00100,PONCE DE LEON,32455,WALTON,FL,"7,752.00","7,752.00",0,"7,800.00","7,800.00",0
13971,13972,4177,FL-00100,SANTA ROSA BEACH,32459,WALTON,FL,"1,052,384.00","707,638.00","344,746.00","353,700.00","221,500.00","132,200.00"
13971,13972,4177,FL-00100,SHALIMAR,32579,OKALOOSA,FL,"113,902.00","85,542.00","28,360.00","59,800.00","41,200.00","18,600.00"
13977,13978,,NC-00061,CAMDEN,27921,CAMDEN,NC,"8,486.00","8,486.00",0,"4,300.00","4,300.00",0
13977,13978,,NC-00061,CHOCOWINITY,27817,BEAUFORT,NC,"831,865.00","668,909.00","162,956.00","546,300.00","448,000.00","98,300.00"
13977,13978,,NC-00061,EDENTON,27932,CHOWAN,NC,"254,001.00","178,177.00","75,824.00","9,100.00","2,500.00","6,600.00"
13977,13978,,NC-00061,EDENTON,27983,CHOWAN,NC,"40,732.00","40,732.00",0,0,0,0
13977,13978,,NC-00061,ELIZABETH CITY,27909,PASQUOTANK,NC,"812,693.00","663,793.00","148,900.00","439,200.00","359,500.00","79,700.00"
13977,13978,,NC-00061,HERTFORD,27944,PERQUIMANS,NC,"585,590.00","436,615.00","148,975.00",0,0,0
13977,13978,,NC-00061,PLYMOUTH,27962,WASHINGTON,NC,"13,105.00","13,105.00",0,"13,200.00","13,200.00",0
13977,13978,,NC-00061,TYNER,27980,CHOWAN,NC,"57,487.00","45,912.00","11,575.00",0,0,0
13977,13978,,NC-00061,WASHINGTON,27889,BEAUFORT,NC,"752,294.00","635,276.00","117,018.00","583,300.00","476,800.00","106,500.00"
13988,13989,,WA-00042,NORTH BEND,98045,KING,WA,"26,693.00","26,043.00",650,0,0,0
13997,13998,,TN-00080,ATHENS,35611,LIMESTONE,AL,"48,196.00","47,246.00",950,"12,200.00","12,000.00",200
13997,13998,,TN-00080,FAYETTEVILLE,37334,LINCOLN,TN,"1,540,658.00","1,236,788.00","303,870.00","949,800.00","829,800.00","120,000.00"
13997,13998,,TN-00080,HUNTLAND,37345,FRANKLIN,TN,"17,840.00","12,290.00","5,550.00",0,0,0
13997,13998,,TN-00080,KELSO,37348,LINCOLN,TN,"503,808.00","377,753.00","126,055.00","297,600.00","271,300.00","26,300.00"
13999,14000,,TX-00433,FRITCH,79036,HUTCHINSON,TX,"2,451,550.00","1,844,959.00","606,591.00","1,172,500.00","913,400.00","259,100.00"
14005,14006,,NY-00144,HOWARD BEACH,11414,QUEENS,NY,"112,982.00","59,747.00","53,235.00","82,800.00","30,200.00","52,600.00"
14007,14008,,NE-00057,BEAVER CROSSING,68313,SEWARD,NE,"2,668,787.00","2,219,047.00","449,740.00","1,021,000.00","830,800.00","190,200.00"
14007,14008,,NE-00057,FRIEND,68359,SEWARD,NE,"283,269.00","244,669.00","38,600.00","80,700.00","60,700.00","20,000.00"
14007,14008,,NE-00057,RAYMOND,68428,LANCASTER,NE,"13,075.00","13,075.00",0,"13,100.00","13,100.00",0
14015,14016,,PA-00067,BROCKPORT,15823,ELK,PA,"75,255.00","64,405.00","10,850.00",0,0,0
14015,14016,,PA-00067,IRVINE,16329,WARREN,PA,"64,531.00","31,361.00","33,170.00",0,0,0
14015,14016,,PA-00067,JOHNSONBURG,15845,ELK,PA,"13,640.00","5,915.00","7,725.00","13,700.00","6,000.00","7,700.00"
14015,14016,,PA-00067,PORTLAND MILLS,15853,ELK,PA,"27,538.00","27,538.00",0,0,0,0
14015,14016,,PA-00067,RIDGWAY,15853,ELK,PA,"595,927.00","358,687.00","237,240.00","280,700.00","151,200.00","129,500.00"
14017,14018,,OH-00041,AMHERST,44001,LORAIN,OH,"7,803.00","5,563.00","2,240.00",0,0,0
14017,14018,,OH-00041,AVON,44011,LORAIN,OH,"357,196.00","242,981.00","114,215.00","303,300.00","195,200.00","108,100.00"
14017,14018,,OH-00041,BEDFORD HEIGHTS,44146,CUYAHOGA,OH,"40,105.00","24,775.00","15,330.00","14,000.00","10,000.00","4,000.00"
14017,14018,,OH-00041,BROOK PARK,44142,CUYAHOGA,OH,"30,309.00","22,179.00","8,130.00","4,100.00","4,100.00",0
14017,14018,,OH-00041,BRUNSWICK,44212,MEDINA,OH,"425,234.00","277,283.00","147,951.00","343,100.00","255,000.00","88,100.00"
14017,14018,,OH-00041,CLEVELAND,44103,CUYAHOGA,OH,"15,399.00","10,349.00","5,050.00",0,0,0
14017,14018,,OH-00041,CLEVELAND,44105,CUYAHOGA,OH,"8,030.00",0,"8,030.00",0,0,0
14017,14018,,OH-00041,CLEVELAND,44110,CUYAHOGA,OH,"24,091.00","22,941.00","1,150.00","24,100.00","23,000.00","1,100.00"
14017,14018,,OH-00041,CLEVELAND,44111,CUYAHOGA,OH,"3,375.00",0,"3,375.00",0,0,0
14017,14018,,OH-00041,CLEVELAND,44128,CUYAHOGA,OH,"11,156.00","10,101.00","1,055.00","11,200.00","10,200.00","1,000.00"
14017,14018,,OH-00041,CLEVELAND HEIGHTS,44118,CUYAHOGA,OH,"7,415.00","6,755.00",660,"7,500.00","6,800.00",700
14017,14018,,OH-00041,COLUMBIA STATION,44028,LORAIN,OH,"82,106.00","67,271.00","14,835.00","82,200.00","67,400.00","14,800.00"
14017,14018,,OH-00041,EAST CLEVELAND,44112,CUYAHOGA,OH,"12,312.00","12,312.00",0,"12,400.00","12,400.00",0
14017,14018,,OH-00041,ELYRIA,44035,LORAIN,OH,"172,240.00","130,280.00","41,960.00","158,400.00","116,500.00","41,900.00"
14017,14018,,OH-00041,EUCLID,44117,CUYAHOGA,OH,"29,629.00","14,949.00","14,680.00","29,700.00","15,000.00","14,700.00"
14017,14018,,OH-00041,EUCLID,44132,CUYAHOGA,OH,"24,691.00","14,021.00","10,670.00",0,0,0
14017,14018,,OH-00041,GARFIELD HEIGHTS,44125,CUYAHOGA,OH,"21,024.00","15,399.00","5,625.00","18,300.00","12,700.00","5,600.00"
14017,14018,,OH-00041,GRAFTON,44044,LORAIN,OH,"7,155.00","5,485.00","1,670.00","5,600.00","3,900.00","1,700.00"
14017,14018,,OH-00041,HINCKLEY,44233,MEDINA,OH,"134,407.00","87,982.00","46,425.00","26,000.00","20,000.00","6,000.00"
14017,14018,,OH-00041,LITCHFIELD,44253,MEDINA,OH,"52,500.00","52,500.00",0,"52,500.00","52,500.00",0
14017,14018,,OH-00041,LORAIN,44052,LORAIN,OH,"658,552.00","520,297.00","138,255.00","303,400.00","222,000.00","81,400.00"
14017,14018,,OH-00041,LORAIN,44053,LORAIN,OH,"305,927.00","195,562.00","110,365.00","255,800.00","167,700.00","88,100.00"
14017,14018,,OH-00041,LORAIN,44055,LORAIN,OH,"298,815.00","190,030.00","108,785.00","114,300.00","87,900.00","26,400.00"
14017,14018,,OH-00041,LYNDHURST,44124,CUYAHOGA,OH,"14,077.00","14,077.00",0,"14,000.00","14,000.00",0
14017,14018,,OH-00041,MAPLE HEIGHTS,44137,CUYAHOGA,OH,"17,735.00","12,030.00","5,705.00","14,000.00","11,500.00","2,500.00"
14017,14018,,OH-00041,MEDINA,44256,MEDINA,OH,"272,530.00","195,645.00","76,885.00","157,700.00","111,800.00","45,900.00"
14017,14018,,OH-00041,N RIDGEVILLE,44039,LORAIN,OH,"294,128.00","185,358.00","108,770.00","289,300.00","185,600.00","103,700.00"
14017,14018,,OH-00041,NORTH OLMSTED,44070,CUYAHOGA,OH,"134,658.00","94,343.00","40,315.00","122,000.00","84,600.00","37,400.00"
14017,14018,,OH-00041,NORTH RIDGEVILLE,44039,LORAIN,OH,"908,752.00","599,039.00","309,713.00","596,400.00","387,900.00","206,100.00"
14017,14018,,OH-00041,OLMSTED TWP,44138,CUYAHOGA,OH,"28,753.00","15,903.00","12,850.00","12,900.00",0,"12,900.00"
14017,14018,,OH-00041,PARMA,44129,CUYAHOGA,OH,"1,955.00","1,955.00",0,0,0,0
14017,14018,,OH-00041,PARMA,44134,CUYAHOGA,OH,"89,487.00","67,832.00","21,655.00","42,000.00","36,100.00","5,900.00"
14017,14018,,OH-00041,RICHMOND HTS,44143,CUYAHOGA,OH,"36,651.00","26,461.00","10,190.00",0,0,0
14017,14018,,OH-00041,SEVEN HILLS,44131,CUYAHOGA,OH,"20,341.00","5,316.00","15,025.00","14,000.00",0,"14,000.00"
14017,14018,,OH-00041,SHEFFIELD LAKE,44054,LORAIN,OH,"25,801.00","19,401.00","6,400.00","25,900.00","19,500.00","6,400.00"
14017,14018,,OH-00041,SOUTH EUCLID,44121,CUYAHOGA,OH,"10,182.00","9,017.00","1,165.00",0,0,0
14017,14018,,OH-00041,STRONGSVILLE,44136,CUYAHOGA,OH,"28,908.00","19,858.00","9,050.00","29,000.00","19,900.00","9,100.00"
14017,14018,,OH-00041,STRONGSVILLE,44149,CUYAHOGA,OH,"30,900.00","21,350.00","9,550.00",0,0,0
14017,14018,,OH-00041,VALLEY CITY,44280,MEDINA,OH,"102,647.00","64,452.00","38,195.00","39,000.00","25,100.00","13,900.00"
14017,14018,,OH-00041,VERMILION,44089,LORAIN,OH,"19,502.00","16,862.00","2,640.00","14,000.00","11,600.00","2,400.00"
14017,14018,,OH-00041,WELLINGTON,44090,LORAIN,OH,"84,793.00","84,793.00",0,"84,800.00","84,800.00",0
14017,14018,,OH-00041,WESTLAKE,44145,CUYAHOGA,OH,"55,283.00","34,308.00","20,975.00","55,300.00","34,400.00","20,900.00"
14019,14020,,OH-00042,BEAVERCREEK,45431,GREENE,OH,"18,350.00",0,"18,350.00",0,0,0
14019,14020,,OH-00042,ENON,45323,CLARK,OH,"46,973.00","40,253.00","6,720.00","36,100.00","29,700.00","6,400.00"
14019,14020,,OH-00042,MEDWAY,45341,CLARK,OH,"71,696.00","14,161.00","57,535.00","10,100.00",0,"10,100.00"
14019,14020,,OH-00042,NEW CARLISLE,45344,CLARK,OH,"84,672.00","54,454.00","30,218.00","21,400.00","9,100.00","12,300.00"
14019,14020,,OH-00042,TIPP CITY,45371,MIAMI,OH,"174,227.00","104,569.00","69,658.00","140,100.00","86,000.00","54,100.00"
14019,14020,,OH-00042,TROY,45373,MIAMI,OH,"192,710.00","107,971.00","84,739.00","123,000.00","46,000.00","77,000.00"
14019,14020,,OH-00042,YELLOW SPRINGS,45387,GREENE,OH,"11,530.00",0,"11,530.00","10,600.00",0,"10,600.00"
14021,14022,,CA-00221,ESCONDIDO,92029,SAN DIEGO,CA,"1,544,549.00","1,082,524.00","462,025.00","60,200.00",0,"60,200.00"
14021,14022,,CA-00221,SAN MARCOS,92078,SAN DIEGO,CA,"1,020,621.00","834,321.00","186,300.00","214,400.00","200,000.00","14,400.00"
14032,14033,,MI-00045,BARRYTON,49305,MECOSTA,MI,"51,779.00","29,824.00","21,955.00",0,0,0
14032,14033,,MI-00045,CADILLAC,49601,WEXFORD,MI,"25,541.00","25,541.00",0,0,0,0
14032,14033,,MI-00045,CLARE,48617,CLARE,MI,"27,998.00","27,998.00",0,"12,200.00","12,200.00",0
14032,14033,,MI-00045,GRANT,49327,NEWAYGO,MI,"32,242.00","12,642.00","19,600.00","32,300.00","12,700.00","19,600.00"
14032,14033,,MI-00045,HERSEY,49639,OSCEOLA,MI,"78,238.00","52,428.00","25,810.00","78,300.00","52,500.00","25,800.00"
14032,14033,,MI-00045,LAKE CITY,49651,MISSAUKEE,MI,"14,925.00","14,925.00",0,"14,000.00","14,000.00",0
14032,14033,,MI-00045,MARION,49665,CLARE,MI,"87,115.00","64,095.00","23,020.00","31,000.00","27,300.00","3,700.00"
14032,14033,,MI-00045,MONTAGUE,49437,MUSKEGON,MI,"50,309.00","36,839.00","13,470.00","50,400.00","36,900.00","13,500.00"
14032,14033,,MI-00045,MORLEY,49336,MECOSTA,MI,"30,862.00","27,577.00","3,285.00",0,0,0
14032,14033,,MI-00045,NEWAYGO,49337,NEWAYGO,MI,"178,451.00","120,976.00","57,475.00",0,0,0
14032,14033,,MI-00045,SEARS,49679,OSCEOLA,MI,"26,897.00","22,147.00","4,750.00","26,800.00","22,200.00","4,600.00"
14032,14033,,MI-00045,TWIN LAKE,49457,MUSKEGON,MI,"28,505.00","26,655.00","1,850.00","28,600.00","26,700.00","1,900.00"
14034,14035,,NY-00146,BRANCHPORT,14418,YATES,NY,"18,735.00","18,735.00",0,0,0,0
14034,14035,,NY-00146,KEUKA PARK,14478,YATES,NY,"7,488.00","7,488.00",0,0,0,0
14034,14035,,NY-00146,PENN YAN,14527,YATES,NY,"480,074.00","301,127.00","178,947.00","204,000.00","153,000.00","51,000.00"
14045,14046,,IA-00058,BOYDEN,51234,SIOUX,IA,"48,473.00","46,548.00","1,925.00","46,600.00","46,600.00",0
14045,14046,,IA-00058,CANTON,57013,LINCOLN,SD,"162,160.00","123,470.00","38,690.00","158,300.00","119,500.00","38,800.00"
14045,14046,,IA-00058,CHEROKEE,51012,CHEROKEE,IA,"34,262.00","34,262.00",0,0,0,0
